Municipio,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
316110,51,38,26,20,28,17,25,25,22,23,15,15,14,21,15,15,19,17
316120,1,3,3,3,1,1,1,0,3,0,1,1,1,2,2,2,1,1
316130,2,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,3
316140,0,1,0,1,2,1,2,1,3,1,1,1,1,0,0,2,0,0
316150,1,1,0,1,3,2,0,3,3,3,1,1,1,1,4,0,0,2
316160,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
316165,0,2,0,0,0,1,2,0,0,1,0,1,0,1,2,0,2,0
316170,4,1,1,1,5,0,2,2,1,2,3,2,1,2,1,3,0,0
316180,1,3,1,3,2,1,4,2,0,0,2,2,2,0,1,1,3,0
316190,3,1,2,2,1,0,4,5,2,3,1,1,3,1,2,1,3,0
312550,2,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,1,0
316200,11,7,10,9,2,6,3,4,3,4,2,1,3,3,1,6,3,3
316210,7,7,10,11,2,8,5,3,4,5,8,6,6,6,4,8,7,8
316220,2,2,0,4,1,3,2,3,0,0,0,0,1,0,0,1,0,4
316225,1,0,1,0,2,0,1,1,0,2,0,1,1,1,0,1,1,2
316230,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,2
316240,6,11,6,13,4,2,3,3,7,5,3,9,7,6,2,3,4,3
316245,1,3,3,1,2,5,1,3,9,4,3,4,4,4,5,3,10,2
316250,33,27,25,21,24,26,25,15,15,12,14,8,16,10,17,9,11,13
316255,4,2,5,5,2,2,7,3,4,0,1,2,8,1,2,2,5,3
316257,3,4,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0
316260,1,4,6,2,0,2,1,2,1,1,0,0,0,0,0,2,0,2
316265,2,0,1,0,0,1,3,2,0,1,0,3,0,1,0,0,2,1
316270,0,3,0,6,3,5,4,6,5,4,3,4,3,5,4,10,4,4
316280,16,10,8,5,4,7,7,9,6,6,2,4,4,4,4,1,2,3
316290,6,12,9,6,11,8,6,6,6,5,7,6,5,4,5,3,4,4
316292,5,7,10,5,5,9,5,6,6,1,8,4,8,6,7,3,7,5
316294,1,0,0,0,2,1,1,0,0,1,0,0,0,0,2,1,2,2
316295,4,5,7,3,3,4,4,2,3,5,1,2,2,3,4,1,7,4
316300,1,2,1,0,2,0,1,3,3,2,1,0,3,1,1,1,1,0
316310,1,2,3,0,0,1,0,1,2,0,2,2,0,0,0,0,0,0
316320,2,1,1,3,0,0,0,0,0,0,0,1,2,0,1,0,1,0
316330,2,1,0,2,0,2,0,1,2,0,0,1,1,1,0,0,0,0
316340,2,2,5,5,1,2,4,0,1,0,1,1,3,1,0,0,0,2
316350,4,5,3,1,3,2,3,3,4,4,1,3,2,1,1,1,2,0
316360,0,1,1,0,1,0,0,0,1,1,2,0,2,0,0,0,0,0
316370,16,12,6,10,8,11,14,8,10,5,3,6,7,5,2,8,6,8
316380,3,2,1,2,1,0,2,1,0,1,2,0,1,0,0,1,0,1
316390,0,1,0,4,0,0,1,0,0,2,1,0,0,1,1,0,1,2
316410,0,3,0,1,2,1,1,4,0,0,0,0,0,2,1,0,0,1
316400,1,0,1,4,2,0,3,6,2,2,0,0,3,2,1,1,0,1
316420,2,1,1,1,3,2,5,2,1,2,4,0,2,3,6,4,2,0
316430,0,3,0,0,1,0,2,3,0,1,0,2,0,0,1,1,0,1
316440,3,3,2,1,2,0,1,0,0,1,2,1,0,0,1,1,1,1
316443,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
316447,2,2,1,2,1,0,2,2,0,1,1,4,2,4,2,2,0,1
316450,5,3,3,3,5,1,4,3,2,0,1,1,2,3,1,0,1,3
316460,1,0,0,2,0,1,0,0,1,1,2,1,1,1,0,1,3,0
316470,20,17,13,10,18,14,26,19,12,9,13,13,9,10,14,9,5,5
316480,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
316490,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
316520,1,3,3,2,2,1,2,0,1,1,2,1,0,1,0,1,0,0
316500,8,0,3,1,3,3,0,4,2,3,1,2,0,1,1,4,0,0
316510,0,3,2,0,3,0,1,1,3,0,3,0,1,2,1,1,1,0
316530,1,3,2,3,2,3,4,2,2,1,2,1,3,0,2,2,1,1
316540,4,3,2,0,2,1,3,0,0,0,2,1,0,0,1,0,0,0
316550,1,1,2,2,0,5,2,1,3,0,2,2,1,0,2,1,1,1
316553,6,2,7,3,7,6,2,5,3,3,2,5,3,6,2,7,7,5
316556,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0
316557,1,0,2,1,1,1,1,0,0,2,0,2,1,0,3,1,1,0
316560,1,0,0,0,0,0,1,1,0,0,2,1,1,1,2,0,0,1
316570,3,0,1,4,3,3,2,1,1,2,4,1,3,1,0,0,1,1
316580,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
316590,2,2,2,1,0,0,0,0,1,3,2,1,1,0,0,1,0,0
316600,1,1,0,1,1,2,2,1,0,1,1,1,1,1,1,0,0,3
316610,3,2,2,1,1,4,0,0,1,1,2,1,1,0,1,2,2,0
316620,3,1,2,1,1,3,6,0,1,1,1,1,1,1,0,0,0,1
316630,3,5,4,1,4,2,7,4,3,2,3,1,0,1,0,2,2,0
316640,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
316650,1,7,1,2,3,3,2,2,2,1,1,2,2,0,2,3,2,0
316660,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
316680,5,3,1,1,3,1,3,2,4,0,2,0,3,1,0,2,1,2
316670,2,1,2,3,6,5,3,4,5,1,0,0,2,2,1,1,0,1
316690,5,2,3,7,3,4,2,4,3,0,2,1,1,4,5,1,0,0
316695,1,2,0,1,1,1,1,0,0,2,1,0,0,1,1,3,0,0
316700,2,0,1,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0
316710,6,6,7,6,7,5,6,2,3,5,4,4,4,6,3,6,1,4
316720,77,65,54,56,40,48,48,43,50,32,41,33,46,35,29,35,32,33
316555,0,0,3,6,5,8,12,10,6,6,8,2,6,3,3,3,1,5
316730,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
316740,3,0,0,1,2,1,0,1,1,2,1,1,0,0,2,1,1,0
316750,0,1,4,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0
316760,5,2,6,7,2,4,5,5,5,1,5,3,4,5,4,8,2,2
316770,2,1,1,0,1,3,0,1,2,2,1,0,0,1,1,0,1,3
316780,1,1,0,0,0,1,2,0,1,0,0,0,1,0,1,1,0,0
316790,2,2,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0
316800,18,8,15,11,9,10,7,7,9,6,7,3,5,2,2,2,5,10
316805,1,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
316810,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0
316820,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
316830,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
316840,8,5,1,1,5,3,5,1,2,2,2,5,0,3,3,1,1,1
316850,5,9,3,1,4,3,1,4,0,1,1,1,1,0,1,0,0,1
316860,20,32,57,66,66,47,46,45,42,43,40,45,30,31,33,24,32,36
316870,36,25,29,20,22,17,18,12,16,19,19,18,13,15,11,14,12,4
316880,0,2,1,1,2,3,0,1,3,3,1,1,0,1,2,0,2,1
316890,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,2,0,0
316900,6,10,4,4,4,5,6,3,1,3,1,2,1,3,4,4,2,3
316905,2,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
316910,2,0,2,1,2,0,1,2,1,0,1,0,2,0,0,1,0,1
316920,5,2,1,3,3,1,3,2,0,1,2,1,0,0,0,0,1,1
316930,27,22,26,28,30,21,22,14,26,7,15,17,19,13,19,10,11,18
316935,10,6,4,4,6,8,4,5,5,4,2,3,2,9,5,8,2,4
316940,32,17,27,16,16,14,15,19,10,9,7,11,5,10,13,6,7,8
316950,1,3,5,0,5,2,2,2,3,1,0,1,0,1,1,2,3,3
316960,6,3,4,3,1,2,3,5,1,3,2,2,5,1,0,4,4,5
316970,5,9,1,1,3,6,8,5,4,2,7,4,2,3,1,2,1,2
316980,2,1,1,1,0,1,1,0,1,0,5,1,1,1,1,1,2,1
316990,25,33,27,31,26,25,27,21,25,25,16,15,17,10,15,15,11,20
317000,0,3,2,0,5,1,3,3,5,5,3,7,5,2,0,3,4,2
317005,1,6,3,0,0,6,1,2,1,5,0,2,1,3,4,4,0,1
317010,73,58,60,50,53,68,53,47,41,43,39,58,42,50,44,51,38,42
317020,122,98,80,83,89,106,112,99,94,110,95,91,76,76,95,83,102,87
317030,0,0,2,1,0,1,2,1,0,0,2,1,0,0,1,2,0,1
317040,24,18,10,13,15,14,9,14,15,5,17,10,21,16,16,11,6,13
317043,1,1,0,1,0,0,3,1,0,0,0,0,0,1,1,1,1,1
317047,0,1,0,0,1,1,0,1,1,0,0,0,2,0,1,0,2,1
317050,9,8,4,4,1,5,4,2,2,1,1,2,7,1,1,2,1,4
317052,3,2,1,4,4,3,1,2,3,4,8,2,0,1,2,5,1,2
317057,2,7,1,4,4,2,5,1,2,0,2,1,3,0,1,1,1,1
317060,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
317065,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
317070,21,35,31,30,24,14,21,22,16,11,9,12,12,16,14,24,19,19
317075,0,2,1,4,0,1,1,2,0,1,3,1,3,1,1,3,1,1
317080,23,9,5,6,15,7,8,6,9,5,14,4,4,13,4,5,8,2
317090,8,10,5,2,2,1,4,9,7,5,6,3,1,4,5,4,6,5
317100,2,4,1,0,2,1,2,4,3,3,3,4,3,4,2,5,4,6
317103,2,1,1,0,1,1,2,0,3,0,3,3,0,6,6,2,1,4
317107,0,0,1,2,3,1,1,1,0,0,2,2,0,2,0,0,1,0
317110,1,0,0,3,0,1,0,0,0,0,0,1,0,1,1,0,0,2
317115,1,2,0,0,1,2,2,1,0,1,1,2,1,2,0,4,0,2
317120,35,31,34,22,27,26,13,24,16,12,28,11,19,25,17,17,15,24
317130,27,20,21,16,17,16,21,11,11,12,18,19,6,7,9,11,8,12
317140,1,1,0,1,1,1,0,0,2,0,1,0,2,0,0,1,1,0
317160,4,0,6,4,8,3,3,2,2,2,2,7,1,1,2,0,0,0
317170,5,3,5,1,2,0,5,4,3,1,2,2,3,0,0,1,1,0
317180,3,4,5,2,1,0,2,3,3,1,3,2,3,2,1,1,1,3
317190,0,0,0,1,1,2,1,2,2,0,2,1,1,0,1,0,0,1
317200,16,22,10,18,7,13,8,10,8,2,10,4,12,4,4,5,6,6
317210,1,1,1,1,1,2,2,1,0,0,0,1,1,0,2,0,1,1
317220,1,1,1,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0
